Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
Heat;Heat high temperature;Cogeneration wood (industry); IND_COGEN_WOOD ;1055.66;38.65019707;165.33;25;0.85;0;1;0;1.00E+15;
Heat;Heat high temperature;Cogeneration waste (industry); IND_COGEN_WASTE ;2836.05;104.5517472;647.82;25;0.85;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler gas (industry); IND_BOILER_GAS ;58.89;1.179885757;12.32;17;0.95;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler wood (industry); IND_BOILER_WOOD ;115.18;2.303586478;28.87;17;0.9;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler oil (industry); IND_BOILER_OIL ;54.86;1.179885757;12.32;17;0.95;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler coal (industry); IND_BOILER_COAL ;115.18;2.303586478;48.18;17;0.9;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler waste (industry); IND_BOILER_WASTE ;115.18;2.303586478;28.87;17;0.9;0;1;0;1.00E+15;
Heat;Heat high temperature;Electrical resistors (industry); IND_DIRECT_ELEC ;332.34;1.507631801;1.47;15;0.95;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Heat pump (DHN); DHN_HP_ELEC ;335.77;11.38556425;174.79;25;0.95;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration gas (DHN); DHN_COGEN_GAS ;1225.32;35.82562208;490.88;25;0.85;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration wood (DHN); DHN_COGEN_WOOD ;1055.66;38.65019707;165.33;25;0.85;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration waste (DHN); DHN_COGEN_WASTE ;2836.05;104.5517472;647.82;25;0.85;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN); DHN_COGEN_WET_BIOMASS ;1342.48;109.2568892;1024;25;0.75;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN); DHN_COGEN_BIO_HYDROLYSIS ;4431.39;216.5338508;647.8;15;0.85;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Boiler gas (DHN); DHN_BOILER_GAS ;58.89;1.179885757;12.32;17;0.95;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Boiler wood (DHN); DHN_BOILER_WOOD ;115.18;2.303586478;28.87;17;0.9;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Boiler oil (DHN); DHN_BOILER_OIL ;54.86;1.179885757;12.32;17;0.95;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Geothermal (DHN); DHN_DEEP_GEO ;1477.61;55.36235294;808.76;30;0.85;0;1;0;0;
Heat;Heat low temperature centralised;Solar thermal (DHN); DHN_SOLAR ;356.9;0.420972222;221.22;30;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Electrical heat pump (decentralised); DEC_HP_ELEC ;479.2;19.98028762;164.89;18;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Thermal heat pump gas (decentralised); DEC_THHP_GAS ;307.45;8.985796613;381.93;20;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Cogeneration gas (decentralised); DEC_COGEN_GAS ;1375.29;88.4020465;1024.32;20;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Cogeneration oil (decentralised); DEC_COGEN_OIL ;1275.2;78.23893964;1024.32;20;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised); DEC_ADVCOGEN_GAS ;6712.36;125.0934289;2193.45;20;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised); DEC_ADVCOGEN_H2 ;6712.36;125.0934289;2193.45;20;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Bioler gas (decentralised); DEC_BOILER_GAS ;158.54;4.756999719;21.09;17;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Boiler wood (decentralised); DEC_BOILER_WOOD ;462.44;16.18129038;21.09;17;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Boiler oil (decentralised); DEC_BOILER_OIL ;142.38;8.54012548;21.09;17;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Solar thermal (decentralised); DEC_SOLAR ;708.95;7.865905047;221.22;20;1;0;1;0;1.00E+15;
Heat;Heat low temperature decentralised;Direct electrical heaters (decentralised); DEC_DIRECT_ELEC ;39.25;0.171565021;1.47;15;1;0;1;0;1.00E+15;
Mobility;Passenger public;Tram or metro; TRAMWAY_TROLLEY ;625;12.5;0;30;0.342465753;0;0.3;0;1.00E+15;
Mobility;Passenger public;Bus diesel; BUS_COACH_DIESEL ;617.16;30.55555556;0;15;0.296803653;0;1;0;1.00E+15;
Mobility;Passenger public;Bus diesel hybrid; BUS_COACH_HYDIESEL ;841.42;33.33333333;0;15;0.296803653;0;1;0;1.00E+15;
Mobility;Passenger public;Bus gas; BUS_COACH_CNG_STOICH ;615.38;30.55555556;0;15;0.296803653;0;1;0;1.00E+15;
Mobility;Passenger public;Bus fuel cell (H2); BUS_COACH_FC_HYBRIDH2 ;1034.41;31.25;0;15;0.296803653;0;1;0;1.00E+15;
Mobility;Passenger public;Train (passenger); TRAIN_PUB ;1506.02;54.35274934;0;40;0.275072894;0;0.5;0;1.00E+15;
Mobility;Passenger private;Car gasoline; CAR_GASOLINE ;424.45;24;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car diesel; CAR_DIESEL ;438.75;24;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car gas; CAR_NG ;432.38;24;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car methanol; CAR_METHANOL ;424.45;24;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car hybrid (gasoline); CAR_HEV ;433.58;34;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car plug-in hybrid; CAR_PHEV ;456.57;34;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car electric; CAR_BEV ;422.18;10;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Passenger private;Car fuel cell (H2); CAR_FUEL_CELL ;605.68;10;0;10;0.051369863;0;1;0;1.00E+15;
Mobility;Freight;Train (freight); TRAIN_FREIGHT ;104.42;2.088311688;0;40;0.342465753;0;1;0;1.00E+15;
Mobility;Freight;Boat diesel; BOAT_FREIGHT_DIESEL ;77.15;3.819444444;0;40;0.114155251;0;1;0;1.00E+15;
Mobility;Freight;Boat gas; BOAT_FREIGHT_NG ;76.92;3.819444444;0;40;0.114155251;0;1;0;1.00E+15;
Mobility;Freight;Boat methanol; BOAT_FREIGHT_METHANOL ;77.15;3.819444444;0;40;0.114155251;0;1;0;1.00E+15;
Mobility;Freight;Trucks diesel; TRUCK_DIESEL ;374.79;18.55555556;0;15;0.092592593;0;1;0;1.00E+15;
Mobility;Freight;Truck methanol; TRUCK_METHANOL ;374.79;18.55555556;0;15;0.092592593;0;1;0;1.00E+15;
Mobility;Freight;Truck fuel cell (hydrogen); TRUCK_FUEL_CELL ;399.42;12.06666667;0;15;0.092592593;0;1;0;1.00E+15;
Mobility;Freight;Truck electric; TRUCK_ELEC ;755.65;23.13333333;0;15;0.092592593;0;1;0;1.00E+15;
Mobility;Freight;Truck gas; TRUCK_NG ;373.7;18.55555556;0;15;0.092592593;0;1;0;1.00E+15;
Infrastructure;Infrastructure;Efficiency mesures in energy system; EFFICIENCY ;5600;0;0;1;1;0;1;0;1.00E+15;
Infrastructure;Infrastructure;Distric heating network; DHN ;825.88;0;0;60;1;0;1;0;1.00E+15;
Infrastructure;Infrastructure;Electrical grid cost; GRID  ;74919.06;0;0;80;1;0;1;0;1.00E+15;
Synthetic fuels;Synthetic fuels;Electrolysers; H2_ELECTROLYSIS ;632.91;17.40506329;0;15;0.9;0;1;0;1.00E+15;H2
Synthetic fuels;Synthetic fuels;Steam methane reforming; SMR ;664.24;61.29681022;0;25;0.86;0;1;0;1.00E+15;H2
Synthetic fuels;Synthetic fuels;Biomass to hydrogen; H2_BIOMASS ;2272.85;160.1196912;0;25;0.86;0;1;0;1.00E+15;H2
Synthetic fuels;Synthetic fuels;Wood gasification; GASIFICATION_SNG ;2484.92;175.1746032;0;25;0.85;0;1;0;1.00E+15;SNG
Synthetic fuels;Synthetic fuels;Hydrogen methanation; SYN_METHANATION ;232.42;59.38552632;0;40;1;0;1;0;1.00E+15;SNG
Synthetic fuels;Synthetic fuels;Biomass methanation; BIOMETHANATION ;961.44;13.31818182;0;20;0.85;0;1;0;1.00E+15;SNG
Synthetic fuels;Synthetic fuels;Biomass hydrolysis; BIO_HYDROLYSIS ;1552.18;105.8285286;0;15;0.85;0;1;0;1.00E+15;SNG
Synthetic fuels;Synthetic fuels;Wood pyrolysis to gasoline and diesel; PYROLYSIS_TO_LFO ;1209.8;54.98727324;0;25;0.85;0;1;0;1.00E+15;OIL
Synthetic fuels;Synthetic fuels;Wood pyrolysis to LFO; PYROLYSIS_TO_FUELS ;1228.5;34.2;0;25;0.85;0;1;0;1.00E+15;
Synthetic fuels;Synthetic fuels;Carbon capture atmospheric; ATM_CCS ;5099.09;126.576;0;40;1;0;1;0;1.00E+15;CO2
Synthetic fuels;Synthetic fuels;Carbon capture from industry; INDUSTRY_CCS ;2549.54;63.288;0;40;1;0;1;0;1.00E+15;CO2
Synthetic fuels;Synthetic fuels;Hydrogen methanolation; SYN_METHANOLATION ;1438.79;40.82973422;0;20;0.95;0;1;0;1.00E+15;METHANOL
Synthetic fuels;Synthetic fuels;Methane to methanol; METHANE_TO_METHANOL ;821.12;35.9045713;0;25;0.85;0;1;0;1.00E+15;METHANOL
Synthetic fuels;Synthetic fuels;Biomass methanolation; BIOMASS_TO_METHANOL ;2268;34.65;0;20;1;0;1;0;1.00E+15;METHANOL
Synthetic fuels;Synthetic fuels;Haber bosch (H2 to amonia); HABER_BOSCH ;825.86;16.14668885;0;20;1;0;1;0;1.00E+15;AMMONIA
Synthetic fuels;Synthetic fuels;Amonia to H2; AMMONIA_TO_H2 ;664.24;61.29681022;0;25;0.86;0;1;0;1.00E+15;AMMONIA
Synthetic fuels;Synthetic fuels;Oil to HVC; OIL_TO_HVC ;385.14;2.047587354;0;15;1;0;1;0;1.00E+15;HVC
Synthetic fuels;Synthetic fuels;Gas to HVC; GAS_TO_HVC ;777.69;19.44230836;0;25;1;0;1;0;1.00E+15;HVC
Synthetic fuels;Synthetic fuels;Biomass to HVC; BIOMASS_TO_HVC ;1568.7;46.8;0;20;1;0;1;0;1.00E+15;HVC
Synthetic fuels;Synthetic fuels;Methanol to HVC; METHANOL_TO_HVC ;679.8;61.18191015;0;20;1;0;1;0;1.00E+15;HVC
Storage;Electricity storage;Batteries; BATT_LI ;253.55;0.391997682;61.3;15;1;0;1;0;1.00E+15;
Storage;Electricity storage;Batteries of electric cars; BEV_BATT ;0;0;0;1;1;0;1;0;1.00E+15;
Storage;Electricity storage;Batteries of plug-in hybrid cars; PHEV_BATT ;0;0;0;1;1;0;1;0;1.00E+15;
Storage;Electricity storage;Pumped hydro storage; PHS ;58.8;0;8.33;50;1;0;1;5;6.5;
Storage;Thermal storage;Decentralised direct elec; TS_DEC_DIRECT_ELEC  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised electrical heat pumps; TS_DEC_HP_ELEC  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised thermal heat pumps gas; TS_DEC_THHP_GAS  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised cogeneration gas; TS_DEC_COGEN_GAS  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised cogenration oil; TS_DEC_COGEN_OIL  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas; TS_DEC_ADVCOGEN_GAS  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised fuel cell cogenration H2; TS_DEC_ADVCOGEN_H2  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised boiler gas; TS_DEC_BOILER_GAS  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised boiler wood; TS_DEC_BOILER_WOOD  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Decentralised boiler oil; TS_DEC_BOILER_OIL  ;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;
Storage;Thermal storage;Centralised daily; TS_DHN_DAILY ;3;0.0086;0;40;1;0;1;0;1.00E+15;
Storage;Thermal storage;Centralised seasonal; TS_DHN_SEASONAL ;0.53;0.002916667;0;25;1;0;1;0;1.00E+15;
Storage;Thermal storage;Thermal storage industries; TS_HIGH_TEMP ;28.03;0.3;0;25;1;0;1;0;1.00E+15;
Storage;Other storage;Gas storage; GAS_STORAGE ;0.05;0.001309164;0;50;1;0;1;0;1.00E+15;
Storage;Other storage;Hydrogen storage; H2_STORAGE ;6.19;0.39;0;20;1;0;1;0;1.00E+15;
Storage;Other storage;Diesel storage; DIESEL_STORAGE ;0.01;0.000397;0;20;1;0;1;0;1.00E+15;
Storage;Other storage;Gasoline storage; GASOLINE_STORAGE ;0.01;0.000397;0;20;1;0;1;0;1.00E+15;
Storage;Other storage;LFO storage; LFO_STORAGE ;0.01;0.000397;0;20;1;0;1;0;1.00E+15;
Storage;Other storage;Ammonia storage; AMMONIA_STORAGE ;0.01;0.000397;0;20;1;0;1;0;1.00E+15;
Storage;Other storage;Methanol storage; METHANOL_STORAGE ;0.01;0.000397;0;20;1;0;1;0;1.00E+15;
Storage;Other storage;CO2 storage; CO2_STORAGE ;49.5;0.495;0;30;1;0;1;0;1.00E+15;
