Name	RSC_constr	RSC_op
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000032	0.000000
BIO_HYDROLYSIS	0.000138	0.000000
GASIFICATION_SNG	0.000003	0.000000
H2_BIOMASS	0.000003	0.000000
H2_ELECTROLYSIS	0.000042	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000011	0.000000
PYROLYSIS_TO_LFO	0.000016	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	303.599583
GASOLINE	0.000000	0.000096
DIESEL	0.000000	0.000208
BIOETHANOL	0.000000	0.000184
BIODIESEL	0.000000	0.000666
LFO	0.000000	0.000731
GAS	0.000000	0.001257
GAS_RE	0.000000	372.871951
WOOD	0.000000	23.400000
WET_BIOMASS	0.000000	38.900000
COAL	0.000000	0.000055
URANIUM	0.000000	0.000000
WASTE	0.000000	17.799276
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
