Name	HH_constr	HH_op
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000005	0.000000
BIO_HYDROLYSIS	113.219026	0.000000
GASIFICATION_SNG	0.000001	0.000000
H2_BIOMASS	0.000001	0.000000
H2_ELECTROLYSIS	0.000011	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000003	0.000000
PYROLYSIS_TO_LFO	0.000004	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	4029.599999
GASOLINE	0.000000	0.000011
DIESEL	0.000000	0.000031
BIOETHANOL	0.000000	0.000016
BIODIESEL	0.000000	0.000271
LFO	0.000000	0.000070
GAS	0.000000	0.000029
GAS_RE	0.000000	38878.033295
WOOD	0.000000	538.200000
WET_BIOMASS	0.000000	8168.999999
COAL	0.000000	0.000058
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.599999
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
