Name	HH_constr	HH_op
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000041	0.000000
BIO_HYDROLYSIS	0.000248	0.000000
GASIFICATION_SNG	0.000005	0.000000
H2_BIOMASS	0.000005	0.000000
H2_ELECTROLYSIS	0.000043	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000027	0.000000
PYROLYSIS_TO_LFO	0.000030	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	4029.599929
GASOLINE	0.000000	0.000068
DIESEL	0.000000	0.000153
BIOETHANOL	0.000000	0.000181
BIODIESEL	0.000000	0.001356
LFO	0.000000	0.000414
GAS	0.000000	0.000161
GAS_RE	0.000000	36790.212061
WOOD	0.000000	538.200005
WET_BIOMASS	0.000000	8169.000050
COAL	0.000000	0.000379
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.600053
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
