Name	HH_constr	HH_op
BUS_COACH_FC_HYBRIDH2	0.000004	0.000000
TRAIN_PUB	238.571858	0.000000
CAR_GASOLINE	0.000025	0.000000
CAR_DIESEL	0.000007	0.000000
CAR_NG	0.000040	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000010	0.000000
CAR_PHEV	0.002151	0.000000
CAR_BEV	23361.178704	0.000000
CAR_FUEL_CELL	0.000036	0.000000
TRAIN_FREIGHT	51.740435	0.000000
BOAT_FREIGHT_DIESEL	0.000004	0.000000
BOAT_FREIGHT_NG	89.945397	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000015	0.000000
TRUCK_ELEC	0.000008	0.000000
TRUCK_NG	907.369096	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	2.013899	0.000000
BATT_LI	0.000449	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000075	0.000000
TS_DEC_HP_ELEC	114.832497	0.000000
TS_DEC_THHP_GAS	0.000074	0.000000
TS_DEC_COGEN_GAS	0.000074	0.000000
TS_DEC_COGEN_OIL	0.000074	0.000000
TS_DEC_ADVCOGEN_GAS	0.000074	0.000000
TS_DEC_ADVCOGEN_H2	0.000074	0.000000
TS_DEC_BOILER_GAS	0.000074	0.000000
TS_DEC_BOILER_WOOD	0.000074	0.000000
TS_DEC_BOILER_OIL	0.000074	0.000000
TS_DHN_DAILY	0.000307	0.000000
TS_DHN_SEASONAL	184.503329	0.000000
TS_HIGH_TEMP	677.491471	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000032	0.000000
BIO_HYDROLYSIS	339.561540	0.000000
GASIFICATION_SNG	0.000003	0.000000
H2_BIOMASS	0.000003	0.000000
H2_ELECTROLYSIS	0.000028	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000014	0.000000
PYROLYSIS_TO_LFO	0.000015	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	4029.599773
GASOLINE	0.000000	0.000049
DIESEL	0.000000	0.000176
BIOETHANOL	0.000000	0.000065
BIODIESEL	0.000000	0.000643
LFO	0.000000	0.000390
GAS	0.000000	39098.163013
GAS_RE	0.000000	0.000001
WOOD	0.000000	538.199998
WET_BIOMASS	0.000000	8168.999999
COAL	0.000000	0.000590
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.599988
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
